"predictor","term","mean_coef","mean_dll","lower_ci","upper_ci","p_value","sig"
"info","(Intercept)",199.206392856774,0.00127168214671519,0.000629035335310398,0.00191432895811997,0,"***"
"info","position",-5.1925440608285,0.00127168214671519,0.000629035335310398,0.00191432895811997,0,"***"
"info","stor",8.1397052567622,0.00127168214671519,0.000629035335310398,0.00191432895811997,0,"***"
"info","stor_so1",-4.52112508800847,0.00127168214671519,0.000629035335310398,0.00191432895811997,0,"***"
"info","surp",16.6584164327927,0.00127168214671519,0.000629035335310398,0.00191432895811997,0,"***"
"info","surp_so1",6.12556808522209,0.00127168214671519,0.000629035335310398,0.00191432895811997,0,"***"
"info","unisurp",17.0043361251486,0.00127168214671519,0.000629035335310398,0.00191432895811997,0,"***"
"info","unisurp_so1",4.74335556548526,0.00127168214671519,0.000629035335310398,0.00191432895811997,0,"***"
"info","wlen",58.9809461384251,0.00127168214671519,0.000629035335310398,0.00191432895811997,0,"***"
"info","wlen_so1",-12.67601217028,0.00127168214671519,0.000629035335310398,0.00191432895811997,0,"***"
"info","zone",-1.36194173884105,0.00127168214671519,0.000629035335310398,0.00191432895811997,0,"***"
