"predictor","term","mean_coef","mean_dll","lower_ci","upper_ci","p_value","sig"
"info","(Intercept)",137.41567471345,0.000646232791711219,0.000175753782326942,0.00111671180109549,0.0031,"**"
"info","position",-2.22932406614113,0.000646232791711219,0.000175753782326942,0.00111671180109549,0.0031,"**"
"info","stor",3.58015052431853,0.000646232791711219,0.000175753782326942,0.00111671180109549,0.0031,"**"
"info","stor_so1",-2.9187723564521,0.000646232791711219,0.000175753782326942,0.00111671180109549,0.0031,"**"
"info","surp",7.28746675863046,0.000646232791711219,0.000175753782326942,0.00111671180109549,0.0031,"**"
"info","surp_so1",2.45012696790166,0.000646232791711219,0.000175753782326942,0.00111671180109549,0.0031,"**"
"info","unisurp",7.53107316673272,0.000646232791711219,0.000175753782326942,0.00111671180109549,0.0031,"**"
"info","unisurp_so1",1.44887841139144,0.000646232791711219,0.000175753782326942,0.00111671180109549,0.0031,"**"
"info","wlen",34.6466868931278,0.000646232791711219,0.000175753782326942,0.00111671180109549,0.0031,"**"
"info","wlen_so1",-7.15198969859265,0.000646232791711219,0.000175753782326942,0.00111671180109549,0.0031,"**"
"info","zone",-1.28389799342317,0.000646232791711219,0.000175753782326942,0.00111671180109549,0.0031,"**"
