"predictor","term","mean_coef","mean_dll","lower_ci","upper_ci","p_value","sig"
"dlt","(Intercept)",333.92669585419,0.000404060124650892,-0.000535140557808906,0.00134326080711069,0.202,""
"dlt","dlt_stor",-1.42299103880835,0.000404060124650892,-0.000535140557808906,0.00134326080711069,0.202,""
"dlt","dlt_stor_so1",1.02384371156851,0.000404060124650892,-0.000535140557808906,0.00134326080711069,0.202,""
"dlt","position",-0.528451941981048,0.000404060124650892,-0.000535140557808906,0.00134326080711069,0.202,""
"dlt","surp",4.0151034568962,0.000404060124650892,-0.000535140557808906,0.00134326080711069,0.202,""
"dlt","surp_so1",6.81532786276142,0.000404060124650892,-0.000535140557808906,0.00134326080711069,0.202,""
"dlt","unisurp",2.81191506939685,0.000404060124650892,-0.000535140557808906,0.00134326080711069,0.202,""
"dlt","unisurp_so1",6.98439085864169,0.000404060124650892,-0.000535140557808906,0.00134326080711069,0.202,""
"dlt","wlen",5.40106597497699,0.000404060124650892,-0.000535140557808906,0.00134326080711069,0.202,""
"dlt","wlen_so1",4.13465746061006,0.000404060124650892,-0.000535140557808906,0.00134326080711069,0.202,""
"dlt","zone",-16.1033896358994,0.000404060124650892,-0.000535140557808906,0.00134326080711069,0.202,""
