"predictor","term","mean_coef","mean_dll","lower_ci","upper_ci","p_value","sig"
"info","(Intercept)",896.221012829017,0.00269738815791545,0.0010713379823581,0.0043234383334728,5e-04,"***"
"info","position",12.4206687441551,0.00269738815791545,0.0010713379823581,0.0043234383334728,5e-04,"***"
"info","stor",18.1548381779695,0.00269738815791545,0.0010713379823581,0.0043234383334728,5e-04,"***"
"info","surp",143.569446607205,0.00269738815791545,0.0010713379823581,0.0043234383334728,5e-04,"***"
"info","surp_so1",20.7859151315657,0.00269738815791545,0.0010713379823581,0.0043234383334728,5e-04,"***"
"info","unisurp",1.48992284044402,0.00269738815791545,0.0010713379823581,0.0043234383334728,5e-04,"***"
"info","unisurp_so1",16.7364217754608,0.00269738815791545,0.0010713379823581,0.0043234383334728,5e-04,"***"
"info","wlen",34.6633239148287,0.00269738815791545,0.0010713379823581,0.0043234383334728,5e-04,"***"
"info","wlen_so1",-4.7280058055075,0.00269738815791545,0.0010713379823581,0.0043234383334728,5e-04,"***"
"info","zone",-38.2793900840243,0.00269738815791545,0.0010713379823581,0.0043234383334728,5e-04,"***"
