sent_id,word_pos,word,stor
1,1,Unveiling,0.0
1,2,a,14.281626444771767
1,3,car,56.740645503611276
1,4,with,67.46484796353843
1,5,a,68.6206498014253
1,6,top,53.32905179980867
1,7,speed,64.42205110452362
1,8,of,63.225702636869336
1,9,"25mph,",80.25219007560722
1,10,two,64.60077203564724
1,11,seats,51.20554623721419
1,12,and,51.68710178721368
1,13,no,51.47646706746536
1,14,pedals,47.82188561159942
1,15,or,160.30156238691313
1,16,steering,291.1094483228547
1,17,wheel,289.3773864524963
1,18,might,213.74111082562453
1,19,not,352.38974426700497
1,20,make,230.62534743673498
1,21,much,198.03777808117727
1,22,of,192.54740685873801
1,23,an,162.50177031998325
1,24,impression,104.45943405135917
1,25,at,59.56229997586233
1,26,a,24.899220514060403
1,27,motor,31.464181829554146
1,28,show.,25.703601290588193
2,1,But,0.0
2,2,"Google,",16.278496366021734
2,3,in,76.60639452544326
2,4,the,87.65811936981234
2,5,"US,",112.2874438552424
2,6,sent,104.74863250981343
2,7,a,100.97292126518771
2,8,minor,123.2475390949542
2,9,earthquake,90.89855181189266
2,10,through,102.17442714857607
2,11,the,201.57290021577123
2,12,car,150.280916186164
2,13,and,253.31837222675713
2,14,taxi,340.7887787245282
2,15,industries,298.81984073965674
2,16,as,166.620738813761
2,17,it,230.140993213058
2,18,unveiled,325.2369530859604
2,19,the,284.6796179144764
2,20,latest,214.373207153984
2,21,version,136.45581029285358
2,22,of,48.17472960904162
2,23,its,44.90141535248838
2,24,driverless,70.42213464008546
2,25,car.,7.815090754683916
3,1,The,0.0
3,2,electrically,14.789803533263608
3,3,powered,37.12012860743637
3,4,"vehicle,",27.543657871486996
3,5,which,77.08056858006772
3,6,Google,86.72388897240747
3,7,has,93.62814074646217
3,8,begun,80.89816035190094
3,9,testing,62.92439591186373
3,10,around,101.32023334929912
3,11,its,93.97283043911321
3,12,headquarters,97.64354696331779
3,13,in,91.27249179785451
3,14,Mountain,103.22541003231098
3,15,"View,",138.62724174481605
3,16,"California,",133.48293538830416
3,17,dispenses,246.98693309293745
3,18,with,360.4808956098929
3,19,all,449.4332386019829
3,20,the,254.44942335342773
3,21,normal,182.31770054689838
