sent_id,word_pos,word,stor
1,1,If,0.0
1,2,you,11.89997629909342
1,3,were,12.981394608586218
1,4,to,14.370247728900166
1,5,journey,30.389168616182854
1,6,to,28.619324049239033
1,7,the,36.372136158859014
1,8,North,40.73471549784416
1,9,of,32.38622720240082
1,10,"England,",39.31114595962705
1,11,you,44.75894010362495
1,12,would,27.794548882041326
1,13,come,16.658923580569788
1,14,to,16.518392611697735
1,15,a,17.615406361715348
1,16,valley,12.265706607225004
1,17,that,12.285732879779664
1,18,is,14.00255133391452
1,19,surrounded,11.31521680608659
1,20,by,15.658798976391402
1,21,moors,8.29121349769879
1,22,as,6.260855690411612
1,23,high,17.626549024955352
1,24,as,27.136851947872497
1,25,mountains.,5.494690512299272
2,1,It,0.0
2,2,is,6.282121044892967
2,3,in,7.3091869893029875
2,4,this,8.869455217731895
2,5,valley,18.255182747331745
2,6,where,23.695541500891405
2,7,you,20.454558542345676
2,8,would,22.897213191557352
2,9,find,23.012642034912847
2,10,the,18.309033310034966
2,11,city,22.077724222852467
2,12,of,14.347223637507234
2,13,"Bradford,",18.542913806813182
2,14,where,28.474508121871818
2,15,once,25.819026404069945
2,16,a,29.185464934252373
2,17,thousand,25.92500395159619
2,18,spinning,27.101355566478027
2,19,jennies,26.03138327746714
2,20,that,19.350486992487014
2,21,hummed,22.84999821128731
2,22,and,16.983781733397077
2,23,clattered,28.195542891805097
2,24,spun,12.816416410695943
2,25,wool,10.458246432902786
2,26,into,12.454058072346815
2,27,money,13.787056462382457
2,28,for,16.945040580185648
2,29,the,14.87256049384385
2,30,long-bearded,17.347226551988815
2,31,mill,10.63950947183555
2,32,owners.,5.613497882947592
3,1,That,0.0
3,2,all,7.668739422641602
3,3,mill,10.911005887710719
3,4,owners,16.63588456968189
3,5,were,15.919326078133336
3,6,generally,18.353860544986695
3,7,busy,21.880429982353263
3,8,as,19.638156984691246
3,9,beavers,28.312590239702804
3,10,and,26.026953794426216
3,11,quite,33.101270526795275
3,12,pleased,34.33829142952608
3,13,with,31.86010213345192
3,14,themselves,35.09256554442619
3,15,for,35.2217070589851
3,16,being,38.88440990108791
3,17,so,39.55642174737962
3,18,successful,43.33672832544073
3,19,and,35.8122209705645
3,20,well,41.01547906718685
3,21,off,40.481362050443686
3,22,was,33.85427674259757
3,23,known,34.6178293000139
3,24,to,33.430523529657165
3,25,the,33.30350965546775
3,26,residents,34.10279526323216
3,27,of,27.508766160266937
3,28,"Bradford,",34.4474733578032
3,29,and,46.14559488795099
3,30,if,31.00767678877813
3,31,you,28.929730150574564
3,32,were,23.353060430940562
3,33,to,22.460769948502318
3,34,go,27.81506810524348
3,35,into,24.135176763444285
3,36,the,24.432231131415982
3,37,city,22.177441080564893
3,38,to,18.90124874271959
3,39,visit,24.953346598344762
3,40,the,21.98877190436791
3,41,stately,22.541091838975742
3,42,City,23.526431081223304
3,43,"Hall,",24.66656108066717
3,44,you,16.17567441529256
3,45,would,19.15383085061817
3,46,see,13.122452927323168
3,47,there,18.48742667332772
3,48,the,21.6115937994961
3,49,Crest,22.332637308358432
3,50,of,24.082678693805278
3,51,the,25.79363664831873
3,52,City,24.339980790314378
3,53,of,19.224844730995574
3,54,"Bradford,",42.986220113058465
3,55,which,20.518921662820958
3,56,those,16.176021100069953
3,57,same,34.88477474054146
3,58,mill,39.03843380645461
3,59,owners,30.95547531934391
3,60,created,16.093891243322947
3,61,to,27.483458998511992
3,62,celebrate,22.560220346305424
3,63,their,11.931878971323894
3,64,achievements.,4.139898369058343
4,1,It,0.0
4,2,shows,6.84580381412427
4,3,a,20.34071557251162
4,4,sinister,16.188098501109923
4,5,looking,21.54856675580356
4,6,boar's,20.98280574821923
4,7,head,21.67894671743133
4,8,sitting,12.99283816219198
4,9,on,20.90256870431172
4,10,top,14.149920045451386
4,11,of,21.083291169526074
4,12,a,10.25595820587072
4,13,well,10.103102143320243
4,14,which,21.721283783334467
4,15,seems,24.819434231306346
4,16,puzzling,14.154706102272128
4,17,at,20.964364209800944
4,18,"first,",28.32094397450099
4,19,but,15.29931911973145
4,20,the,8.862063513574197
4,21,reason,13.861083684375988
4,22,for,23.820391919324294
4,23,this,12.28374630011786
4,24,symbol,8.674555401658484
4,25,is,7.920623585306354
4,26,a,6.891717374802944
4,27,matter,14.752619733341284
4,28,of,11.332894444428296
4,29,legend.,4.928816240367301
5,1,There,0.0
5,2,was,10.420494857115507
5,3,"once,",12.014635756562448
5,4,legend,16.890399630901953
5,5,has,17.412340490942345
5,6,"it,",50.70723544943704
5,7,a,23.931574704510467
5,8,fearsome,19.817515713475586
5,9,"boar,",20.624357916451444
5,10,which,16.71482518686937
5,11,lived,12.355208077062688
5,12,in,16.051668302688416
5,13,a,11.268382923247486
5,14,wood,14.837831703938736
5,15,located,11.710051679104652
5,16,just,7.509732843975791
5,17,outside,14.06136885768936
5,18,the,6.8343749972819055
5,19,manor,8.555550647999745
5,20,of,11.613514131640892
5,21,Bradford.,9.86361257850221
6,1,A,0.0
6,2,source,8.432591423350923
6,3,of,17.882859742253313
6,4,great,13.571640270225934
6,5,trouble,20.052624080389638
6,6,to,10.436997538370372
6,7,the,15.015568641699897
6,8,local,14.793579670337277
6,9,folk,23.963344371673752
6,10,the,18.255903784595485
6,11,boar,20.103302466093357
6,12,"was,",17.292014742573173
6,13,bringing,19.985820794821503
6,14,terror,23.220093527776346
6,15,to,17.86649665716637
6,16,the,12.337676525722408
6,17,peaceful,12.488537057451548
6,18,flocks,13.58943031149046
6,19,and,9.484903969453145
6,20,ravaging,15.613884143151349
6,21,the,6.363008494939294
6,22,countryside,4.22969545305575
6,23,around.,5.4312906696746035
7,1,Even,0.0
7,2,"worse,",4.933641195834365
7,3,"however,",8.863863717787044
7,4,the,10.309757034042779
7,5,boar,13.439367037586141
7,6,most,18.767205711862182
7,7,liked,20.192455090621596
7,8,to,19.955403233761473
7,9,go,22.188100151432117
7,10,to,18.008495992413657
7,11,the,32.757059719835546
7,12,well,33.09775262167187
7,13,that,39.61620078853423
7,14,was,39.164080843151844
7,15,in,32.09825123962455
7,16,the,30.3667331354125
7,17,wood,22.335670273463748
7,18,and,15.881743311379566
7,19,drink,20.90625745270092
7,20,its,14.900870638619246
7,21,fresh,15.74167487909809
7,22,"water,",13.406820927873248
7,23,so,10.371187608470247
7,24,that,14.016838972679286
7,25,the,16.675138196258917
7,26,people,22.927540278994115
7,27,of,18.875264674046033
7,28,Bradford,34.528732352181656
7,29,had,24.85540564423406
7,30,second,20.894023585069867
7,31,thoughts,36.54327904799718
7,32,about,17.354648631238607
7,33,visiting,13.012216108523006
7,34,the,9.81635312492945
7,35,well.,9.293808329671759
8,1,That,0.0
