"predictor","term","mean_coef","mean_dll","lower_ci","upper_ci","p_value","sig"
"bert","(Intercept)",199.206965694363,0.00124188137921534,0.000601979942839482,0.00188178281559119,0,"***"
"bert","bertstor",8.13828654931133,0.00124188137921534,0.000601979942839482,0.00188178281559119,0,"***"
"bert","bertstor_so1",-4.51999546190733,0.00124188137921534,0.000601979942839482,0.00188178281559119,0,"***"
"bert","position",-5.19279970325432,0.00124188137921534,0.000601979942839482,0.00188178281559119,0,"***"
"bert","surp",16.6589429238732,0.00124188137921534,0.000601979942839482,0.00188178281559119,0,"***"
"bert","surp_so1",6.12751702578516,0.00124188137921534,0.000601979942839482,0.00188178281559119,0,"***"
"bert","unisurp",17.0089792353971,0.00124188137921534,0.000601979942839482,0.00188178281559119,0,"***"
"bert","unisurp_so1",4.74297953837531,0.00124188137921534,0.000601979942839482,0.00188178281559119,0,"***"
"bert","wlen",58.9787549586765,0.00124188137921534,0.000601979942839482,0.00188178281559119,0,"***"
"bert","wlen_so1",-12.6766699826984,0.00124188137921534,0.000601979942839482,0.00188178281559119,0,"***"
"bert","zone",-1.36092644920641,0.00124188137921534,0.000601979942839482,0.00188178281559119,0,"***"
